url,name,sku
https://www.lowes.com//pd/Frigidaire-Gallery-165-Can-Capacity-5-3-cu-ft-Residential-Stainless-Steel-Beverage-Center/1001380842,Frigidaire Gallery 165-Can Capacity (5.3-cu ft) Residential Stainless Steel Beverage Center,1001380842
https://www.lowes.com//pd/EdgeStar-114-Can-Capacity-11-cu-ft-Residential-Stainless-Steel-Beverage-Center/1001305210,EdgeStar 114-Can Capacity (6.64-cu ft) Residential Stainless Steel Beverage Center,1001305210
https://www.lowes.com//pd/EdgeStar-142-Can-Capacity-5-49-cu-ft-Residential-Stainless-Steel-Beverage-Center/1001305098,EdgeStar 142-Can Capacity (5.49-cu ft) Residential Stainless Steel Beverage Center,1001305098
https://www.lowes.com//pd/Haier-150-Can-Capacity-4-36-cu-ft-Residential-Stainless-Steel-Beverage-Center/1000181409,Haier 150-Can Capacity (4.36-cu ft) Residential Stainless Steel Beverage Center,1000181409
https://www.lowes.com//pd/EdgeStar-80-Can-Capacity-4-61-cu-ft-Residential-Black-Cabinet-Stainless-Steel-Door-Beverage-Center/1002803464,EdgeStar 80-Can Capacity (4.61-cu ft) Residential Black Cabinet; Stainless Steel Door Beverage Center,1002803464
https://www.lowes.com//pd/EdgeStar-105-Can-Capacity-6-6-cu-ft-Residential-Black-Cabinet-Stainless-Steel-Door-Beverage-Center/1002803504,EdgeStar 105-Can Capacity (4-cu ft) Residential Black Cabinet; Stainless Steel Door Beverage Center,1002803504
https://www.lowes.com//pd/Frigidaire-38-Can-Capacity-4-6-cu-ft-Residential-Stainless-Steel-Beverage-Center/50160183,Frigidaire 38-Can Capacity (4.6-cu ft) Residential Stainless Steel Beverage Center,50160183
https://www.lowes.com//pd/Hisense-140-Can-Capacity-5-4-cu-ft-Residential-Stainless-Steel-Beverage-Center/1002981224,Hisense 140-Can Capacity (5.4-cu ft) Residential Stainless Steel Beverage Center,1002981224
https://www.lowes.com//pd/Frigidaire-138-Can-Capacity-4-6-cu-ft-Residential-Stainless-Steel-Beverage-Center/50160175,Frigidaire 138-Can Capacity (4.6-cu ft) Residential Stainless Steel Beverage Center,50160175
https://www.lowes.com//pd/Premium-Levella-45-Bottle-Freestanding-Wine-Cooler/1002588438,Premium Levella 45-Bottle Capacity Stainless Steel Dual Zone Cooling Wine Chiller,1002588438
